ID,N6-acetyllysine,Methyllysine,SUMOylation,Hydroxylysine,Ubiquitination,N-linked_glycosylation,Phosphothreonine,Phosphoserine,Hydroxyproline,Phosphotyrosine,Pyrrolidone_carboxylic_acid,Methylarginine,S-palmitoyl_cysteine,O-linked_glycosylation
Prevalence_Sequence_ID:38465|ARO_Name:vanH_in_vanF_cl|ARO:3002945|Detection_Model:Protein,0.2452,0.1336,0.05900000000000001,0.075,0.3442,0.10908333333333331,0.11049999999999999,0.28840000000000005,0.134,0.13742857142857143,0.27366666666666667,0.11339130434782607,0.0225,0.1067741935483871
Prevalence_Sequence_ID:38471|ARO_Name:vanH_in_vanO_cl|ARO:3002948|Detection_Model:Protein,0.20825,0.14700000000000002,0.05575,0.06525,0.3175,0.10891666666666666,0.09929411764705882,0.2916666666666667,0.12591666666666668,0.11485714285714287,0.22925,0.11322727272727273,0.023,0.10890625
Prevalence_Sequence_ID:38508|ARO_Name:amrA|ARO:3002982|Detection_Model:Protein,0.26329411764705885,0.21894117647058825,0.17511764705882352,0.10347058823529412,0.5105882352941177,0.2092,0.14293333333333333,0.40800000000000003,0.12708695652173913,0.301,0.15952631578947365,0.105125,0.7,0.30482051282051276
Prevalence_Sequence_ID:38510|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.20078260869565218,0.16504347826086957,0.07513043478260871,0.07291304347826087,0.41173913043478255,0.07809374999999996,0.13173134328358205,0.23317741935483868,0.12936065573770492,0.13899999999999998,0.17939024390243902,0.11688524590163936,0.0505,0.1858992248062016
Prevalence_Sequence_ID:38511|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.2636,0.1429333333333333,0.15586666666666668,0.08356666666666669,0.35366666666666663,0.08199999999999999,0.12893749999999998,0.21134375,0.10715517241379309,0.10691666666666667,0.11134146341463418,0.09501785714285715,0.0328,0.14392857142857138
Prevalence_Sequence_ID:38526|ARO_Name:amrA|ARO:3002982|Detection_Model:Protein,0.31294444444444447,0.23255555555555552,0.1845,0.10400000000000001,0.507,0.20900000000000002,0.14633333333333334,0.41544444444444445,0.13836363636363638,0.2988571428571428,0.16399999999999998,0.10164999999999999,0.733,0.2891282051282051
Prevalence_Sequence_ID:38527|ARO_Name:vanH_in_vanF_cl|ARO:3002945|Detection_Model:Protein,0.2025,0.14500000000000002,0.058,0.07975000000000002,0.33225,0.11463636363636363,0.1068888888888889,0.29266666666666663,0.12175000000000002,0.11214285714285714,0.229,0.11054545454545456,0.0225,0.11887878787878785
Prevalence_Sequence_ID:38547|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.20286956521739133,0.1701739130434783,0.07760869565217393,0.07547826086956522,0.3990434782608696,0.07678787878787875,0.13075757575757574,0.21431666666666666,0.12737096774193543,0.13783870967741932,0.17704878048780487,0.11754838709677415,0.04625,0.19037301587301597
Prevalence_Sequence_ID:38585|ARO_Name:vanH_in_vanF_cl|ARO:3002945|Detection_Model:Protein,0.2452,0.1336,0.05900000000000001,0.075,0.3442,0.10883333333333332,0.0973125,0.2735625,0.12530769230769231,0.13742857142857143,0.2743333333333334,0.1145,0.030666666666666665,0.11265625
Prevalence_Sequence_ID:38590|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.2440277777777778,0.1466388888888889,0.09091666666666667,0.05988888888888888,0.3811388888888889,0.10659459459459458,0.13123214285714285,0.19047692307692304,0.11219642857142853,0.12853571428571425,0.15924000000000002,0.10703773584905658,0.0,0.14992561983471067
Prevalence_Sequence_ID:38591|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.259,0.1421071428571429,0.16135714285714284,0.0766785714285714,0.34782142857142856,0.08078947368421051,0.12760416666666666,0.21425000000000002,0.10527586206896553,0.1001111111111111,0.11245000000000001,0.10949999999999997,0.030199999999999998,0.14172321428571424
Prevalence_Sequence_ID:38592|ARO_Name:vanH_in_vanF_cl|ARO:3002945|Detection_Model:Protein,0.2265,0.13775,0.05825000000000001,0.08499999999999999,0.34850000000000003,0.11654545454545455,0.15605882352941178,0.3059285714285714,0.1272142857142857,0.11385714285714287,0.2196666666666667,0.12077272727272725,0.0265,0.11558064516129031
Prevalence_Sequence_ID:38593|ARO_Name:qacG|ARO:3007015|Detection_Model:Protein,0.177,0.198,0.09,0.049,0.522,0.041,0.05159999999999999,0.06359999999999999,0.15520000000000003,0.03319999999999999,0.49700000000000005,0.09975,0.022,0.0893
Prevalence_Sequence_ID:38594|ARO_Name:amrA|ARO:3002982|Detection_Model:Protein,0.27493333333333336,0.20933333333333337,0.16759999999999994,0.11746666666666668,0.5619999999999999,0.2832857142857143,0.16569565217391305,0.4102857142857143,0.15108695652173912,0.30571428571428566,0.18316666666666664,0.09899999999999999,0.708,0.24754054054054062
Prevalence_Sequence_ID:38595|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.2441555555555555,0.14266666666666664,0.10653333333333333,0.07595555555555558,0.3695333333333334,0.13767441860465116,0.1048714285714286,0.14755555555555552,0.12023529411764709,0.0956551724137931,0.13615686274509803,0.11179999999999998,0.276,0.15526315789473677
Prevalence_Sequence_ID:38608|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.21882857142857143,0.13982857142857144,0.10805714285714285,0.07082857142857145,0.34982857142857154,0.0941363636363636,0.10305555555555555,0.1546619718309859,0.09548000000000002,0.0942857142857143,0.1223529411764706,0.10171794871794872,0.2525,0.15418881118881111
Prevalence_Sequence_ID:38613|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.2435227272727273,0.14168181818181821,0.10022727272727273,0.07245454545454545,0.3685909090909091,0.1287659574468085,0.10530882352941177,0.15691428571428565,0.11296153846153842,0.0842962962962963,0.12437037037037034,0.10576470588235294,0.276,0.15050724637681157
Prevalence_Sequence_ID:38619|ARO_Name:amrA|ARO:3002982|Detection_Model:Protein,0.2964117647058824,0.21794117647058822,0.1486470588235294,0.1017058823529412,0.5139411764705882,0.20900000000000002,0.14673333333333333,0.41975,0.10469999999999999,0.2988571428571428,0.1586315789473684,0.09612820512820515,0.825,0.2948684210526315
Prevalence_Sequence_ID:38625|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.24640540540540537,0.13486486486486488,0.09118918918918921,0.059486486486486474,0.37754054054054054,0.08155263157894735,0.15494827586206894,0.21060606060606055,0.10191071428571426,0.12620689655172415,0.17300000000000004,0.12288,0.0,0.15053225806451614
Prevalence_Sequence_ID:38642|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevalence_Sequence_ID:38652|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevalence_Sequence_ID:38655|ARO_Name:qacG|ARO:3007015|Detection_Model:Protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevalence_Sequence_ID:38656|ARO_Name:qacJ|ARO:3007014|Detection_Model:Protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevalence_Sequence_ID:38665|ARO_Name:qacL|ARO:3005098|Detection_Model:Protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevalence_Sequence_ID:38673|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevalence_Sequence_ID:38674|ARO_Name:vanH_in_vanF_cl|ARO:3002945|Detection_Model:Protein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prevalence_Sequence_ID:38675|ARO_Name:qacG|ARO:3007015|Detection_Model:Protein,0.19,0.233,0.074,0.053,0.571,0.04,0.04833333333333333,0.0628,0.14360000000000003,0.032999999999999995,0.5020000000000001,0.0895,0.018,0.09272727272727276
Prevalence_Sequence_ID:38676|ARO_Name:amrA|ARO:3002982|Detection_Model:Protein,0.30820000000000003,0.17779999999999999,0.12273333333333335,0.07739999999999998,0.47880000000000006,0.15857142857142859,0.16751724137931034,0.42877777777777776,0.11266666666666668,0.2994285714285714,0.151,0.090425,0.378,0.27968421052631587
Prevalence_Sequence_ID:38677|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.21986111111111112,0.14222222222222228,0.09544444444444444,0.06002777777777778,0.36775000000000013,0.11992857142857138,0.10828767123287668,0.16829999999999995,0.09851999999999997,0.11850000000000004,0.11519999999999997,0.0973658536585366,0.276,0.14764335664335665
Prevalence_Sequence_ID:38679|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.26409374999999996,0.13353125,0.14856250000000001,0.0791875,0.35031249999999997,0.08186486486486486,0.1330833333333333,0.22264615384615377,0.10818965517241379,0.10663888888888888,0.11067500000000001,0.1069821428571428,0.0332,0.13891150442477873
Prevalence_Sequence_ID:38680|ARO_Name:vanH_in_vanO_cl|ARO:3002948|Detection_Model:Protein,0.20475,0.14250000000000002,0.0595,0.067,0.34675,0.11618181818181816,0.10605555555555557,0.28213333333333335,0.12975,0.1032857142857143,0.23812499999999998,0.11152380952380955,0.0215,0.11251515151515154
Prevalence_Sequence_ID:38681|ARO_Name:qacG|ARO:3007015|Detection_Model:Protein,0.177,0.198,0.09,0.049,0.522,0.041,0.0512,0.06439999999999999,0.15400000000000003,0.03319999999999999,0.502,0.08350000000000002,0.02,0.09230000000000001
Prevalence_Sequence_ID:38682|ARO_Name:amrA|ARO:3002982|Detection_Model:Protein,0.2555882352941176,0.2232941176470588,0.14458823529411768,0.10252941176470587,0.5052352941176471,0.17983333333333337,0.14443333333333333,0.41044444444444445,0.1298181818181818,0.2988571428571428,0.15863157894736837,0.0953421052631579,0.784,0.29330769230769227
Prevalence_Sequence_ID:38685|ARO_Name:amrA|ARO:3002982|Detection_Model:Protein,0.29250000000000004,0.23194444444444443,0.1771111111111111,0.10000000000000002,0.4924444444444444,0.2084,0.15416666666666667,0.40877777777777774,0.12654545454545454,0.2988571428571428,0.15910526315789472,0.09192307692307693,0.783,0.29492307692307684
Prevalence_Sequence_ID:38690|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.21945833333333334,0.16866666666666671,0.09733333333333333,0.057916666666666665,0.3838333333333334,0.12889285714285711,0.14858974358974356,0.23668333333333325,0.10187878787878787,0.12474999999999997,0.15012903225806448,0.14128888888888885,0.327,0.12890909090909086
Prevalence_Sequence_ID:38748|ARO_Name:vanH_in_vanO_cl|ARO:3002948|Detection_Model:Protein,0.20425,0.14600000000000002,0.059000000000000004,0.07075000000000001,0.33475,0.11572727272727269,0.09558823529411764,0.2914,0.14075,0.11171428571428572,0.2582857142857143,0.11061904761904762,0.022,0.09540625
Prevalence_Sequence_ID:38750|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.2202162162162162,0.14364864864864865,0.09732432432432432,0.06116216216216217,0.355864864864865,0.12202439024390244,0.10895945945945947,0.16836111111111107,0.09402040816326528,0.11971428571428575,0.10530769230769227,0.09482926829268294,0.3605,0.15153424657534248
Prevalence_Sequence_ID:38773|ARO_Name:vanG|ARO:3002909|Detection_Model:Protein,0.2886666666666667,0.18205555555555555,0.08805555555555558,0.050055555555555555,0.4277777777777778,0.1440625,0.096,0.24322727272727274,0.09107142857142857,0.0735,0.10488888888888888,0.07816666666666666,0.030333333333333334,0.1258611111111111
Prevalence_Sequence_ID:38774|ARO_Name:msbA|ARO:3003950|Detection_Model:Protein,0.246047619047619,0.13885714285714285,0.056142857142857154,0.06190476190476191,0.32119047619047614,0.1714736842105263,0.10805882352941178,0.17191228070175435,0.07883333333333332,0.10915384615384616,0.06159259259259258,0.058657894736842096,0.11449999999999999,0.09267032967032969
Prevalence_Sequence_ID:38775|ARO_Name:qacJ|ARO:3007014|Detection_Model:Protein,0.149,0.057499999999999996,0.266,0.091,0.152,0.038,0.06977777777777777,0.06839999999999999,0.13833333333333334,0.0455,0.563,0.06366666666666666,0.06033333333333333,0.09635714285714288
Prevalence_Sequence_ID:38777|ARO_Name:Kpne_KpnF|ARO:3004583|Detection_Model:Protein,0.14850000000000002,0.1185,0.15025,0.1005,0.246,0.036000000000000004,0.043,0.11524999999999999,0.074,0.03633333333333333,0.23,0.03175,0.164,0.059799999999999985
Prevalence_Sequence_ID:38778|ARO_Name:Kpne_KpnE|ARO:3004580|Detection_Model:Protein,0.22080000000000002,0.0688,0.20259999999999997,0.06420000000000001,0.25139999999999996,0.0,0.0945,0.082,0.1925,0.02766666666666667,0.47150000000000003,0.042,0.042,0.07893750000000001
Prevalence_Sequence_ID:38779|ARO_Name:FosA8|ARO:3007371|Detection_Model:Protein,0.217,0.22966666666666669,0.056999999999999995,0.082,0.3586666666666667,0.036000000000000004,0.12825,0.13644444444444445,0.2016,0.24425,0.0565,0.07525000000000001,0.15333333333333332,0.1177058823529412
Prevalence_Sequence_ID:38781|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.27441379310344827,0.13351724137931037,0.0726896551724138,0.07251724137931037,0.391,0.1594857142857143,0.1147,0.2267125,0.1035813953488372,0.11286666666666664,0.1128846153846154,0.0905849056603774,0.19075,0.15637333333333328
Prevalence_Sequence_ID:38782|ARO_Name:emrR|ARO:3000516|Detection_Model:Protein,0.241875,0.132625,0.05625,0.08812500000000001,0.279375,0.35750000000000004,0.23855555555555552,0.21207692307692308,0.11200000000000002,0.21250000000000002,0.13433333333333333,0.03766666666666667,0.07050000000000001,0.09404545454545456
Prevalence_Sequence_ID:38783|ARO_Name:Kpne_KpnH|ARO:3004597|Detection_Model:Protein,0.146,0.20650000000000002,0.04875,0.0365,0.28775,0.13305882352941173,0.06563636363636365,0.09974358974358974,0.11874999999999998,0.04845454545454546,0.17132000000000003,0.0700952380952381,0.08183333333333333,0.11168055555555556
Prevalence_Sequence_ID:38790|ARO_Name:FosA8|ARO:3007371|Detection_Model:Protein,0.28200000000000003,0.23266666666666666,0.03666666666666667,0.04800000000000001,0.447,0.035500000000000004,0.18018181818181817,0.20484615384615387,0.31128571428571433,0.13025,0.0605,0.1462857142857143,0.08766666666666667,0.15362500000000004
Prevalence_Sequence_ID:38791|ARO_Name:vanY_in_vanB_cl|ARO:3002956|Detection_Model:Protein,0.3215,0.165875,0.08612500000000001,0.08575000000000002,0.315,0.03671428571428571,0.12571428571428572,0.21523809523809523,0.07388235294117648,0.191,0.08523529411764706,0.05963157894736843,0.1714,0.19159999999999996
Prevalence_Sequence_ID:38792|ARO_Name:vanT_in_vanG_cl|ARO:3002972|Detection_Model:Protein,0.32861538461538464,0.17869230769230768,0.21915384615384614,0.06807692307692309,0.4661538461538462,0.035800000000000005,0.18400000000000002,0.3658571428571428,0.1582941176470588,0.1749285714285714,0.175,0.14645454545454545,0.027499999999999997,0.12182926829268291
Prevalence_Sequence_ID:38793|ARO_Name:vanH_in_vanO_cl|ARO:3002948|Detection_Model:Protein,0.2545,0.19283333333333338,0.075,0.049166666666666664,0.4383333333333333,0.27099999999999996,0.1101764705882353,0.15587499999999999,0.18200000000000002,0.1152,0.13383333333333333,0.08119047619047619,0.05811111111111113,0.11760606060606063
Prevalence_Sequence_ID:38794|ARO_Name:vanT_in_vanG_cl|ARO:3002972|Detection_Model:Protein,0.3712857142857143,0.20657142857142857,0.16414285714285712,0.08442857142857144,0.44571428571428573,0.15871428571428572,0.1532105263157895,0.287875,0.09927272727272726,0.07650000000000001,0.17366666666666664,0.07545454545454544,0.12944444444444445,0.13891428571428574
Prevalence_Sequence_ID:38795|ARO_Name:vanW_in_vanI_cl|ARO:3003724|Detection_Model:Protein,0.25379999999999997,0.18945,0.10485,0.0503,0.37394999999999995,0.14437499999999998,0.17413114754098363,0.30597058823529416,0.13837837837837835,0.20171875000000003,0.12046153846153847,0.08216666666666665,0.07166666666666667,0.25182105263157895
Prevalence_Sequence_ID:38796|ARO_Name:vanT_in_vanG_cl|ARO:3002972|Detection_Model:Protein,0.14712500000000003,0.09675,0.048375,0.057124999999999995,0.195,0.15742857142857142,0.05733333333333334,0.09583333333333334,0.05615384615384615,0.038571428571428576,0.25720000000000004,0.07777272727272727,0.11116666666666665,0.07303333333333331
Prevalence_Sequence_ID:38797|ARO_Name:vanXY_in_vanG|ARO:3003069|Detection_Model:Protein,0.175,0.18,0.046,0.074,0.369,0.03375,0.1409,0.32112499999999994,0.17214285714285715,0.1391111111111111,0.2842857142857143,0.10540625000000002,0.05466666666666666,0.1483888888888889
Prevalence_Sequence_ID:38798|ARO_Name:vanG|ARO:3002909|Detection_Model:Protein,0.3176666666666667,0.18499999999999997,0.059,0.07083333333333335,0.385,0.1821666666666667,0.10662500000000001,0.2200666666666667,0.10059090909090909,0.102,0.14457142857142855,0.12066666666666664,0.10570000000000002,0.10322580645161289
Prevalence_Sequence_ID:38799|ARO_Name:vanY_in_vanB_cl|ARO:3002956|Detection_Model:Protein,0.2251,0.21059999999999998,0.06839999999999999,0.08009999999999999,0.3678,0.03566666666666667,0.13156249999999997,0.41181818181818186,0.2093125,0.19084615384615386,0.19585714285714287,0.081,0.16575000000000004,0.18203703703703702
Prevalence_Sequence_ID:38800|ARO_Name:vanW_in_vanB_cl|ARO:3002964|Detection_Model:Protein,0.28671428571428575,0.12571428571428572,0.1387142857142857,0.08114285714285716,0.34199999999999997,0.20859999999999998,0.16527272727272727,0.31372727272727274,0.138,0.1135,0.19275,0.0963030303030303,0.04725,0.17713636363636365
Prevalence_Sequence_ID:38801|ARO_Name:vanW_in_vanB_cl|ARO:3002964|Detection_Model:Protein,0.28500000000000003,0.128,0.1387142857142857,0.07957142857142858,0.34542857142857136,0.20889999999999995,0.14536363636363636,0.30083333333333334,0.14383333333333337,0.13271428571428573,0.18991666666666665,0.1005625,0.044000000000000004,0.16704347826086954
Prevalence_Sequence_ID:38802|ARO_Name:vanY_in_vanB_cl|ARO:3002956|Detection_Model:Protein,0.22933333333333333,0.2303333333333334,0.07033333333333333,0.0841111111111111,0.37033333333333335,0.035500000000000004,0.10412500000000001,0.33272727272727276,0.17962500000000003,0.19084615384615386,0.16646666666666662,0.07626666666666668,0.19475,0.18718518518518523
Prevalence_Sequence_ID:38805|ARO_Name:tet(W/32/O)|ARO:3007124|Detection_Model:Protein,0.2186363636363636,0.140030303030303,0.15045454545454542,0.055242424242424246,0.3232424242424242,0.19825,0.12700000000000003,0.2276086956521739,0.08232142857142859,0.12342307692307691,0.10137499999999998,0.06239999999999999,0.043,0.13180000000000003
Prevalence_Sequence_ID:38809|ARO_Name:vanW_in_vanI_cl|ARO:3003724|Detection_Model:Protein,0.254,0.18950000000000003,0.10485,0.05045000000000001,0.3747999999999999,0.14007999999999995,0.178483870967742,0.31026470588235294,0.13632432432432434,0.20171875000000003,0.12384615384615386,0.08395833333333334,0.07166666666666667,0.2567291666666666
Prevalence_Sequence_ID:38810|ARO_Name:vanY_in_vanB_cl|ARO:3002956|Detection_Model:Protein,0.32999999999999996,0.155,0.08612500000000001,0.07200000000000001,0.3165,0.03671428571428571,0.12966666666666668,0.25294999999999995,0.07058823529411766,0.1882666666666667,0.0828235294117647,0.04860000000000002,0.17440000000000003,0.19691428571428568
Prevalence_Sequence_ID:38811|ARO_Name:vanW_in_vanB_cl|ARO:3002964|Detection_Model:Protein,0.2744285714285714,0.13214285714285715,0.13885714285714285,0.07857142857142858,0.3449999999999999,0.20869999999999997,0.14781818181818182,0.3150909090909091,0.1363888888888889,0.13435714285714287,0.19108333333333336,0.09538709677419353,0.04725,0.1759090909090909
Prevalence_Sequence_ID:38817|ARO_Name:vanT_in_vanG_cl|ARO:3002972|Detection_Model:Protein,0.145875,0.09849999999999999,0.051125,0.06625,0.197,0.15757142857142856,0.05716666666666667,0.10278947368421051,0.06291666666666666,0.03878571428571429,0.25720000000000004,0.06595454545454546,0.11116666666666665,0.07261290322580642
Prevalence_Sequence_ID:38820|ARO_Name:vanT_in_vanG_cl|ARO:3002972|Detection_Model:Protein,0.362,0.21214285714285713,0.1407142857142857,0.08014285714285715,0.4394285714285714,0.15871428571428572,0.14552631578947373,0.23825,0.10400000000000001,0.07276470588235295,0.1246,0.09221874999999999,0.139625,0.13625714285714288
Prevalence_Sequence_ID:38826|ARO_Name:adeF|ARO:3000777|Detection_Model:Protein,0.26261538461538453,0.1679230769230769,0.1224102564102564,0.08102564102564103,0.36664102564102546,0.1595142857142857,0.12617857142857145,0.21287500000000004,0.1142352941176471,0.125,0.17789743589743592,0.08664912280701756,0.082,0.17648437499999997
Prevalence_Sequence_ID:16251|ARO_Name:BcIII|ARO:3007101|Detection_Model:Protein,0.27425925925925926,0.16744444444444448,0.09185185185185185,0.05185185185185185,0.32948148148148143,0.2378571428571429,0.17867999999999998,0.3008695652173913,0.08985714285714286,0.14250000000000002,0.1524,0.04516666666666668,0.1595,0.16756249999999998
Prevalence_Sequence_ID:16258|ARO_Name:vanY_in_vanA_cl|ARO:3002955|Detection_Model:Protein,0.3064242424242425,0.1226060606060606,0.11421212121212122,0.050787878787878785,0.32566666666666677,0.17966666666666667,0.16140000000000002,0.2300526315789474,0.09175,0.14193333333333333,0.10480000000000003,0.06962499999999999,0.12133333333333333,0.1064137931034483
Prevalence_Sequence_ID:16261|ARO_Name:BcII|ARO:3002878|Detection_Model:Protein,0.22117391304347822,0.20073913043478256,0.13043478260869565,0.0575217391304348,0.31082608695652175,0.1372941176470588,0.10476190476190476,0.13341176470588234,0.052000000000000005,0.12300000000000001,0.0997777777777778,0.0505,0.19899999999999998,0.08142105263157895
Prevalence_Sequence_ID:16262|ARO_Name:BcIII|ARO:3007101|Detection_Model:Protein,0.3063666666666667,0.16066666666666668,0.12003333333333334,0.08949999999999998,0.3559333333333334,0.20859999999999998,0.16877777777777772,0.25988235294117645,0.10284615384615382,0.1303,0.12416666666666669,0.06254545454545454,0.069,0.17747727272727273
Prevalence_Sequence_ID:16264|ARO_Name:vanW_in_vanG_cl|ARO:3002965|Detection_Model:Protein,0.2398421052631579,0.15589473684210525,0.09,0.05836842105263159,0.29368421052631577,0.10223076923076922,0.08426315789473686,0.26081818181818184,0.1052,0.08163999999999999,0.08652380952380953,0.079,0.07475000000000001,0.10239999999999999
Prevalence_Sequence_ID:16265|ARO_Name:BcI|ARO:3002877|Detection_Model:Protein,0.3617666666666667,0.15119999999999997,0.10569999999999999,0.10236666666666666,0.35093333333333326,0.14287499999999997,0.12888,0.19311764705882353,0.192125,0.13242857142857142,0.07733333333333332,0.09258333333333335,0.132,0.1349761904761905
Prevalence_Sequence_ID:16266|ARO_Name:vanY_in_vanF_cl|ARO:3002958|Detection_Model:Protein,0.28538888888888886,0.14741666666666667,0.09341666666666666,0.05074999999999999,0.2996111111111112,0.0815,0.16533333333333333,0.23523529411764704,0.08737500000000001,0.1355,0.12699999999999997,0.06942857142857142,0.153,0.10538461538461538
Prevalence_Sequence_ID:16273|ARO_Name:BcIII|ARO:3007101|Detection_Model:Protein,0.3017499999999999,0.1533571428571428,0.11739285714285716,0.0535357142857143,0.35600000000000004,0.15857142857142856,0.20296296296296296,0.2538888888888889,0.11486666666666664,0.1457,0.14036363636363636,0.05777777777777778,0.22399999999999998,0.1754888888888889
Prevalence_Sequence_ID:16274|ARO_Name:vanY_in_vanM_cl|ARO:3002961|Detection_Model:Protein,0.3075882352941176,0.12329411764705886,0.10488235294117648,0.1103529411764706,0.38405882352941173,0.035,0.15275,0.27269230769230773,0.11557142857142857,0.23509090909090907,0.11175,0.11057142857142856,0.0,0.08104761904761906
Prevalence_Sequence_ID:16276|ARO_Name:vanT_in_vanG_cl|ARO:3002972|Detection_Model:Protein,0.24033333333333337,0.11038095238095239,0.156,0.07604761904761904,0.3584761904761905,0.15226666666666663,0.09061538461538461,0.207875,0.10070588235294116,0.19374999999999998,0.195375,0.11855,0.028,0.13833333333333334
Prevalence_Sequence_ID:16280|ARO_Name:vanW_in_vanG_cl|ARO:3002965|Detection_Model:Protein,0.25655000000000006,0.1639,0.10415,0.05225,0.30855,0.114,0.10405263157894735,0.23128571428571426,0.10955555555555556,0.07504166666666667,0.07618181818181818,0.07361111111111111,0.0495,0.11218181818181817
